ntd_id,agency,reporter_type,organization_type,city,state,report_year,agency_voms,uace_code,uza_name,primary_uza_area_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,actual_vehicle_passenger_car_miles,actual_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_deadhead_miles,scheduled_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_hours,actual_vehicle_passenger_car_revenue_hours,actual_vehicle_passenger_car_deadhead_hours,charter_service_hours,school_bus_hours,trains_in_operation,train_miles,train_revenue_miles,train_deadhead_miles,train_hours,train_revenue_hours,train_deadhead_hours,unlinked_passenger_trips_upt,ada_upt,sponsored_service_upt,passenger_miles_traveled,directional_route_miles
10137,"Advance Transit, Inc. NH",Rural Reporter,Private-Non-Profit Corporation,White River Junction,VT,2022,29.0,,,,,,,0.0,571709.0,0.0,0.0,0.0,43365.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,412245.0,,0.0,0.0,0.0
10137,"Advance Transit, Inc. NH",Rural Reporter,Private-Non-Profit Corporation,White River Junction,VT,2023,27.0,,,0.0,,,,0.0,625878.0,0.0,0.0,0.0,48659.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,521593.0,,0.0,0.0,0.0
10137,"Advance Transit, Inc. NH",Rural Reporter,Private-Non-Profit Corporation,White River Junction,VT,2024,30.0,,,0.0,,,,,690809.0,,,,51526.0,,,,,,,,,,,646240.0,,0.0,,
10151,Green Mountain Community Network,Rural Reporter,Private-Non-Profit Corporation,Bennington,VT,2022,30.0,,,,,,,0.0,751934.0,0.0,0.0,0.0,28386.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,109959.0,,24706.0,0.0,0.0
10151,Green Mountain Community Network,Rural Reporter,Private-Non-Profit Corporation,Bennington,VT,2023,31.0,,,0.0,,,,0.0,872365.0,0.0,0.0,0.0,33135.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,144403.0,,27754.0,0.0,0.0
10151,Green Mountain Community Network,Rural Reporter,Private-Non-Profit Corporation,Bennington,VT,2024,32.0,,,0.0,,,,,780299.0,,,,33801.0,,,,,,,,,,,155289.0,,25919.0,,
10066,Green Mountain Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Burlington,VT,2022,134.0,11755.0,"Burlington, VT",62.01,118032.0,2079.0,292211.0,4132760.0,3541757.0,591003.0,1874034.0,232720.0,201472.0,31248.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2056558.0,45158.0,26256.0,8621054.0,0.0
10066,Green Mountain Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Burlington,VT,2023,138.0,11755.0,"Burlington, VT",62.01,118032.0,2079.0,292211.0,4085478.0,3573941.0,511537.0,1920489.0,230809.0,203894.0,26915.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2455808.0,54647.0,27515.0,10319587.0,0.0
10066,Green Mountain Transit Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Burlington,VT,2024,130.0,11755.0,"Burlington, VT",62.01,118032.0,2079.0,292211.0,4160045.0,3598940.0,561105.0,1923881.0,243662.0,214064.0,29598.0,0.0,0.0,,,,,,,,2760001.0,61769.0,34751.0,11432512.0,
10154,Marble Valley Regional Transit District,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Rutland,VT,2022,65.0,,,,,,,0.0,1659976.0,0.0,0.0,0.0,83041.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,462962.0,,30668.0,0.0,0.0
10154,Marble Valley Regional Transit District,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Rutland,VT,2023,65.0,,,0.0,,,,0.0,1643163.0,0.0,0.0,0.0,83768.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,585410.0,,30849.0,0.0,0.0
10154,Marble Valley Regional Transit District,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Rutland,VT,2024,65.0,,,0.0,,,,,1703024.0,,,,84817.0,,,,,,,,,,,606142.0,,26024.0,,
10148,Rural Community Transportation,Rural Reporter,Private-Non-Profit Corporation,Lyndonville,VT,2022,68.0,,,,,,,0.0,2778698.0,0.0,0.0,0.0,88895.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,138781.0,,59888.0,0.0,0.0
10148,Rural Community Transportation,Rural Reporter,Private-Non-Profit Corporation,,VT,2023,68.0,,,0.0,,,,0.0,2926490.0,0.0,0.0,0.0,91415.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,165554.0,,71327.0,0.0,0.0
10148,Rural Community Transportation,Rural Reporter,Private-Non-Profit Corporation,Lyndonville,VT,2024,68.0,,,0.0,,,,,2801336.0,,,,89415.0,,,,,,,,,,,169757.0,,69340.0,,
10144,"Southeast Vermont Transit, Inc",Rural Reporter,Private-Non-Profit Corporation,Wilmington,VT,2022,85.0,,,,,,,0.0,3392071.0,0.0,0.0,0.0,121900.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,428327.0,,88018.0,0.0,0.0
10144,"Southeast Vermont Transit, Inc",Rural Reporter,Private-Non-Profit Corporation,Wilmington,VT,2023,84.0,,,0.0,,,,0.0,3279331.0,0.0,0.0,0.0,122605.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,500728.0,,80496.0,0.0,0.0
10144,"Southeast Vermont Transit, Inc",Rural Reporter,Private-Non-Profit Corporation,Wilmington,VT,2024,80.0,,,0.0,,,,,2944476.0,,,,112459.0,,,,,,,,,,,495171.0,,67598.0,,
10143,Tri-Valley Transit Inc,Rural Reporter,Private-Non-Profit Corporation,Middlebury,VT,2022,81.0,,,,,,,0.0,2389673.0,0.0,0.0,0.0,110933.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,153599.0,,36106.0,0.0,0.0
10143,Tri-Valley Transit Inc,Rural Reporter,Private-Non-Profit Corporation,Middlebury,VT,2023,81.0,,,0.0,,,,0.0,2205256.0,0.0,0.0,0.0,83790.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,173945.0,,34388.0,0.0,0.0
10143,Tri-Valley Transit Inc,Rural Reporter,Private-Non-Profit Corporation,Middlebury,VT,2024,81.0,,,0.0,,,,,1985039.0,,,,70198.0,,,,,,,,,,,188991.0,,27408.0,,
11246,Vermont Agency of Transportation,Reduced Reporter,State Government Unit or Department of Transportation,Barre,VT,2022,7.0,11755.0,"Burlington, VT",62.01,118032.0,9616.0,645570.0,0.0,71962.0,0.0,0.0,0.0,2258.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10549.0,,,0.0,0.0
11246,Vermont Agency of Transportation,Reduced Reporter,State Government Unit or Department of Transportation,Barre,VT,2023,10.0,11755.0,"Burlington, VT",62.01,118032.0,9616.0,647064.0,0.0,106876.0,0.0,0.0,0.0,3070.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,17395.0,,,0.0,0.0
11246,Vermont Agency of Transportation,Reduced Reporter,State Government Unit or Department of Transportation,Barre,VT,2024,12.0,11755.0,"Burlington, VT",62.01,118032.0,9616.0,647064.0,,145041.0,,,,3942.0,,,,,,,,,,,27322.0,,,,
10174,Vermont Association for the Blind and Visually Impaired,Rural Reporter,Private-Non-Profit Corporation,South Burlington,VT,2022,4.0,11755.0,"Burlington, VT",62.01,118032.0,,,0.0,47501.0,0.0,0.0,0.0,2528.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1878.0,,0.0,0.0,0.0
10174,Vermont Association for the Blind and Visually Impaired,Reduced Reporter,Private-Non-Profit Corporation,South Burlington,VT,2023,6.0,11755.0,"Burlington, VT",62.01,118032.0,9614.0,643000.0,0.0,43924.0,0.0,0.0,0.0,2629.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1989.0,,0.0,0.0,0.0
10174,Vermont Association for the Blind and Visually Impaired,Reduced Reporter,Private-Non-Profit Corporation,South Burlington,VT,2024,7.0,11755.0,"Burlington, VT",62.01,118032.0,9614.0,643000.0,,50557.0,,,,2747.0,,,,,,,,,,,2244.0,,0.0,,
51,Asotin County,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Clarkston,WA,2022,13.0,49312.0,"Lewiston, ID--WA",27.93,54798.0,20.0,21888.0,0.0,317340.0,0.0,0.0,0.0,16614.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,64609.0,,0.0,0.0,0.0
51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Independent Public Agency or Authority of Transit Service,Clarkston,WA,2023,13.0,49312.0,"Lewiston, ID--WA",27.93,54798.0,20.0,22397.0,0.0,332117.0,0.0,0.0,0.0,17374.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,78057.0,,0.0,0.0,0.0
51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Independent Public Agency or Authority of Transit Service,Clarkston,WA,2024,13.0,49312.0,"Lewiston, ID--WA",27.93,54798.0,20.0,22397.0,,353570.0,,,,17559.0,,,,,,,,,,,78699.0,,0.0,,
18,Ben Franklin Transit,Full Reporter,Independent Public Agency or Authority of Transit Service,Richland,WA,2022,268.0,44479.0,"Kennewick--Richland--Pasco, WA",112.21,255401.0,616.0,307750.0,8174668.0,7628890.0,545778.0,3440809.0,428240.0,400845.0,27395.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2397563.0,245149.0,0.0,18315514.0,0.0
18,Ben Franklin Transit,Full Reporter,Independent Public Agency or Authority of Transit Service,Richland,WA,2023,273.0,44479.0,"Kennewick--Richland--Pasco, WA",112.21,255401.0,616.0,307750.0,8768540.0,8196869.0,571671.0,3801073.0,451005.0,421274.0,29731.0,,,0.0,0.0,0.0,,0.0,0.0,,3178377.0,245428.0,0.0,24325382.0,0.0
18,Ben Franklin Transit,Full Reporter,Independent Public Agency or Authority of Transit Service,Richland,WA,2024,294.0,44479.0,"Kennewick--Richland--Pasco, WA",112.21,255401.0,624.0,287689.0,8939436.0,8392560.0,546876.0,3694565.0,472962.0,434503.0,38459.0,30.0,,,,,,,,,3526576.0,262885.0,,26983976.0,
40,"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Seattle,WA,2022,321.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,1087.0,3306990.0,22931261.0,19753303.0,3177958.0,24240411.0,1125230.0,979929.0,145301.0,0.0,0.0,0.0,2607500.0,2544897.0,62603.0,132580.0,126671.0,5909.0,32014474.0,,,284158493.0,485.35
40,"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Seattle,WA,2023,319.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,1089.0,3349000.0,22944646.0,19825777.0,3118869.0,20384805.0,1131320.0,991646.0,139674.0,,,0.0,2634934.0,2548193.0,86741.0,135383.0,127804.0,7579.0,37571636.0,,,346306031.0,434.54
40,"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Seattle,WA,2024,429.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,1089.0,3385200.0,25142475.0,20702947.0,4439528.0,21717019.0,1292559.0,1101781.0,190778.0,0.0,0.0,,3842254.0,3385764.0,456490.0,192514.0,173849.0,18665.0,41949168.0,,,409265566.0,464.42
43,"Chelan Douglas PTBA , dba: Link Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Wenatchee,WA,2022,52.0,93862.0,"Wenatchee, WA",32.6,78142.0,197.0,108660.0,2647784.0,2457388.0,190396.0,2097070.0,139368.0,129922.0,9446.0,,,0.0,0.0,0.0,,0.0,0.0,,949524.0,60213.0,,7565714.0,0.0
43,"Chelan Douglas PTBA , dba: Link Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Wenatchee,WA,2023,61.0,93862.0,"Wenatchee, WA",32.6,78142.0,197.0,122915.0,2798808.0,2644387.0,154421.0,2046952.0,148373.0,140730.0,7643.0,,,0.0,0.0,0.0,,0.0,0.0,,1113038.0,72147.0,,9761540.0,0.0
43,"Chelan Douglas PTBA , dba: Link Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Wenatchee,WA,2024,82.0,93862.0,"Wenatchee, WA",32.6,78142.0,197.0,122915.0,3444953.0,3243622.0,201331.0,2423644.0,183402.0,172081.0,11321.0,,,,,,,,,,1358002.0,93308.0,,12004875.0,
5,"City of Everett, dba: EVERETT TRANSIT",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Everett,WA,2022,42.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,34.0,110629.0,1625002.0,1446138.0,178864.0,1116801.0,129276.0,120693.0,8583.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1072281.0,55809.0,,4141886.0,0.0
5,"City of Everett, dba: Everett Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Everett,WA,2023,50.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,34.0,110629.0,1771909.0,1562379.0,209530.0,1196699.0,142731.0,132749.0,9982.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1404970.0,65299.0,,5193721.0,0.0
5,"City of Everett, dba: Everett Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Everett,WA,2024,50.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,34.0,111180.0,1901984.0,1686373.0,215611.0,1276154.0,156493.0,145539.0,10954.0,0.0,0.0,,,,,,,,1835207.0,73884.0,,6241979.0,
16,"City of Longview, dba: RiverCities Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Longview,WA,2023,21.0,51283.0,"Longview, WA--OR",35.19,69841.0,31.0,61598.0,518430.0,492848.0,25582.0,359852.0,45689.0,43057.0,2632.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,274804.0,32057.0,0.0,1040117.0,0.0
16,"City of Longview, dba: RiverCities Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Longview,WA,2024,22.0,51283.0,"Longview, WA--OR",35.19,69841.0,31.0,61598.0,524170.0,497601.0,26569.0,365240.0,47117.0,44432.0,2685.0,0.0,0.0,,,,,,,,307801.0,36301.0,0.0,1157063.0,
294,"City of Pullman, dba: Pullman Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pullman,WA,2023,18.0,,,0.0,,,,0.0,369444.0,0.0,0.0,0.0,32000.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,763833.0,,0.0,0.0,0.0
294,"City of Pullman, dba: Pullman Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pullman,WA,2024,17.0,,,0.0,,,,,439514.0,,,,33808.0,,,,,,,,,,,710872.0,,0.0,,
23,"City of Seattle, dba: Seattle Center Monorail",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,2022,8.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,83.0,753655.0,228303.0,228303.0,0.0,228303.0,21196.0,21196.0,0.0,,,0.0,57076.0,57076.0,0.0,5299.0,5299.0,0.0,1633951.0,,,1470556.0,1.8
23,"City of Seattle, dba: Seattle Center Monorail",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,2023,8.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,83.0,753655.0,227127.0,227127.0,0.0,227127.0,21272.0,21272.0,0.0,,,0.0,56782.0,56782.0,0.0,5409.0,5409.0,0.0,2134977.0,,,1921479.0,1.8
23,"City of Seattle, dba: Seattle Center Monorail",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,2024,8.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,83.0,753655.0,222498.0,222498.0,0.0,222498.0,21336.0,21336.0,0.0,,,,55625.0,55625.0,0.0,5334.0,5334.0,0.0,2160883.0,,,1944795.0,1.8
6,"City of Yakima, dba: Yakima Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Yakima,WA,2022,44.0,97507.0,"Yakima, WA",55.77,133145.0,33.0,100715.0,1153763.0,1115063.0,38700.0,870748.0,95788.0,92801.0,2987.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,513484.0,40196.0,0.0,2659420.0,0.0
6,"City of Yakima, dba: Yakima Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Yakima,WA,2023,42.0,97507.0,"Yakima, WA",55.77,133145.0,33.0,100716.0,1234711.0,1191241.0,43470.0,906225.0,97021.0,93758.0,3263.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,646711.0,46137.0,0.0,3435365.0,0.0
6,"City of Yakima, dba: Yakima Transit",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Yakima,WA,2024,43.0,97507.0,"Yakima, WA",55.77,133145.0,33.0,100716.0,1242638.0,1145396.0,97242.0,904133.0,90132.0,83421.0,6711.0,0.0,0.0,,,,,,,,740913.0,53347.0,0.0,4058120.0,
303,Clallam Transit System,Rural Reporter,Independent Public Agency or Authority of Transit Service,Port Angeles,WA,2022,47.0,,,,,,,0.0,1709495.0,0.0,0.0,0.0,81921.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,544901.0,,0.0,0.0,0.0
303,Clallam Transit System,Rural Reporter,Independent Public Agency or Authority of Transit Service,Port Angeles,WA,2023,53.0,,,0.0,,,,0.0,1986493.0,0.0,0.0,0.0,90808.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,712935.0,,0.0,0.0,0.0
303,Clallam Transit System,Rural Reporter,Independent Public Agency or Authority of Transit Service,Port Angeles,WA,2024,56.0,,,0.0,,,,,2021372.0,,,,94105.0,,,,,,,,,,,898834.0,,0.0,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Vancouver,WA,2022,159.0,71317.0,"Portland, OR--WA",519.3,2104238.0,143.0,445744.0,5877870.0,5230303.0,647567.0,3755311.0,375711.0,346152.0,29559.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4004631.0,185296.0,0.0,19744152.0,3.35
24,"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Full Reporter,Independent Public Agency or Authority of Transit Service,Vancouver,WA,2023,161.0,71317.0,"Portland, OR--WA",519.3,2104238.0,143.0,451875.0,6436013.0,5741990.0,694023.0,3917179.0,404531.0,372362.0,32169.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4492306.0,222525.0,0.0,19621461.0,3.35
24,"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Full Reporter,Independent Public Agency or Authority of Transit Service,Vancouver,WA,2024,167.0,71317.0,"Portland, OR--WA",519.3,2104238.0,143.0,457472.0,6696918.0,5993258.0,703660.0,4158739.0,429916.0,398112.0,31804.0,0.0,0.0,,,,,,,,4965694.0,253472.0,0.0,18858565.0,3.35
398,Coastal Community Action Program,Rural Reporter,Private-Non-Profit Corporation,Aberdeen,WA,2022,6.0,,,,,,,0.0,248773.0,0.0,0.0,0.0,12244.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11177.0,,0.0,0.0,0.0
398,Coastal Community Action Program,Rural Reporter,Private-Non-Profit Corporation,Aberdeen,WA,2023,6.0,,,0.0,,,,0.0,259279.0,0.0,0.0,0.0,10304.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10843.0,,0.0,0.0,0.0
398,Coastal Community Action Program,Rural Reporter,Private-Non-Profit Corporation,Aberdeen,WA,2024,8.0,,,0.0,,,,,283429.0,,,,13498.0,,,,,,,,,,,13048.0,,0.0,,
383,Columbia County Public Transportation,Rural Reporter,Independent Public Agency or Authority of Transit Service,Dayton,WA,2022,9.0,,,,,,,0.0,191354.0,0.0,0.0,0.0,8334.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,35019.0,,0.0,0.0,0.0
383,Columbia County Public Transportation,Rural Reporter,Independent Public Agency or Authority of Transit Service,Dayton,WA,2023,11.0,,,0.0,,,,0.0,228253.0,0.0,0.0,0.0,9227.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,43059.0,,0.0,0.0,0.0
383,Columbia County Public Transportation,Rural Reporter,Independent Public Agency or Authority of Transit Service,Dayton,WA,2024,13.0,,,0.0,,,,,263226.0,,,,10868.0,,,,,,,,,,,46974.0,,0.0,,
111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,Toppenish,WA,2022,5.0,53.0,Washington Non-UZA,0.0,1895776.0,0.0,0.0,0.0,206589.0,0.0,0.0,0.0,7428.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,14457.0,,0.0,0.0,0.0
111,"Confederated Tribes and Bands of The Yakama Nation, dba: Pahto Public Passage",Reduced Reporter,Tribe,Toppenish,WA,2023,6.0,53.0,Washington Non-UZA,0.0,1895776.0,0.0,0.0,0.0,214706.0,0.0,0.0,0.0,7745.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,18749.0,,0.0,0.0,0.0
111,"Confederated Tribes and Bands of The Yakama Nation, dba: Pahto Public Passage",Reduced Reporter,Tribe,Toppenish,WA,2024,7.0,53.0,Washington Non-UZA,0.0,1895776.0,0.0,0.0,,195036.0,,,,6742.0,,,,,,,,,,,19139.0,,0.0,,
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Nespelem,WA,2022,5.0,53.0,Washington Non-UZA,0.0,1895776.0,,,0.0,76622.0,0.0,0.0,0.0,7290.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,135939.0,,,0.0,0.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Nespelem,WA,2023,5.0,53.0,Washington Non-UZA,0.0,1895776.0,,,0.0,84896.0,0.0,0.0,0.0,7186.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,133718.0,,,0.0,0.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Nespelem,WA,2024,5.0,53.0,Washington Non-UZA,0.0,1895776.0,,,,80551.0,,,,7165.0,,,,,,,,,,,139689.0,,,,
333,Council on Aging & Human Services (COAST),Rural Reporter,Private-Non-Profit Corporation,Colfax,WA,2022,31.0,,,,,14.0,42230.0,0.0,329030.0,0.0,0.0,0.0,11861.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,14183.0,,14183.0,0.0,0.0
333,"Council on Aging & Human Services, dba: COAST Public Transportation",Rural Reporter,Private-Non-Profit Corporation,Colfax,WA,2023,19.0,,,0.0,,14.0,42230.0,0.0,257806.0,0.0,0.0,0.0,9956.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,14707.0,,14707.0,0.0,0.0
333,"Council on Aging & Human Services, dba: COAST Public Transportation",Rural Reporter,Private-Non-Profit Corporation,Colfax,WA,2024,19.0,,,0.0,,14.0,42230.0,,274322.0,,,,10147.0,,,,,,,,,,,11327.0,,11327.0,,
28,"County of Pierce, dba: Pierce County Ferry",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Tacoma,WA,2022,2.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,233.0,925708.0,44548.0,44548.0,0.0,44643.0,5548.0,5548.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,438385.0,,,1793474.0,8.62
28,"County of Pierce, dba: Pierce County Ferry",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Tacoma,WA,2023,2.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,233.0,925708.0,44755.0,44755.0,0.0,45404.0,5285.0,5285.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,446539.0,,,1762277.0,8.62
28,"County of Pierce, dba: Pierce County Ferry",Full Reporter,"City, County or Local Government Unit or Department of Transportation",Tacoma,WA,2024,2.0,80389.0,"Seattle--Tacoma, WA",982.52,3544011.0,233.0,925708.0,43216.0,43216.0,0.0,44362.0,5396.0,5396.0,0.0,0.0,,,,,,,,,450636.0,,,1774340.0,8.62
127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,Longview,WA,2022,7.0,53.0,Washington Non-UZA,0.0,1895776.0,0.0,0.0,0.0,142072.0,0.0,0.0,0.0,4476.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,6206.0,,0.0,0.0,0.0
127,"Cowlitz Indian Tribe, dba: Cowlitz Tribe Transit Service",Reduced Reporter,Tribe,Longview,WA,2023,7.0,53.0,Washington Non-UZA,0.0,1895776.0,0.0,0.0,0.0,136038.0,0.0,0.0,0.0,4409.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,6391.0,,0.0,0.0,0.0
127,"Cowlitz Indian Tribe, dba: Cowlitz Tribe Transit Service",Reduced Reporter,Tribe,Longview,WA,2024,8.0,53.0,Washington Non-UZA,0.0,1895776.0,,,,150154.0,,,,4889.0,,,,,,,,,,,5799.0,,0.0,,
282,Garfield County Transportation Program,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pomeroy,WA,2022,4.0,,,,,248.0,409271.0,0.0,50523.0,0.0,0.0,0.0,3688.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,8653.0,,0.0,0.0,0.0
282,"Garfield County Transportation Program, dba: Garfield County Transportation Authority",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pomeroy,WA,2023,4.0,,,0.0,,248.0,409271.0,0.0,62585.0,0.0,0.0,0.0,4621.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,12292.0,,0.0,0.0,0.0
282,"Garfield County Transportation Program, dba: Garfield County Transportation Authority",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pomeroy,WA,2024,4.0,,,0.0,,248.0,409271.0,,64694.0,,,,4603.0,,,,,,,,,,,13512.0,,0.0,,
309,Grant County Transportation Authority,Rural Reporter,Independent Public Agency or Authority of Transit Service,Moses Lake,WA,2022,40.0,,,,,,,0.0,861380.0,0.0,0.0,0.0,38619.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,148888.0,,0.0,0.0,0.0
309,"Grant County Transportation Authority, dba: Grant Transit Authority",Rural Reporter,Independent Public Agency or Authority of Transit Service,Moses Lake,WA,2023,43.0,,,0.0,,,,0.0,951449.0,0.0,0.0,0.0,42924.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,165312.0,,0.0,0.0,0.0
309,"Grant County Transportation Authority, dba: Grant Transit Authority",Rural Reporter,Independent Public Agency or Authority of Transit Service,Moses Lake,WA,2024,46.0,,,0.0,,,,,999759.0,,,,46409.0,,,,,,,,,,,197928.0,,0.0,,
314,Grays Harbor Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hoquiam,WA,2022,44.0,,,,,,,0.0,1725880.0,0.0,0.0,0.0,85339.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,671886.0,,2992.0,0.0,0.0
314,Grays Harbor Transit,Rural Reporter,Independent Public Agency or Authority of Transit Service,Hoquiam,WA,2023,44.0,,,0.0,,,,0.0,1763879.0,0.0,0.0,0.0,87778.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,830838.0,,0.0,0.0,0.0
314,Grays Harbor Transit,Rural Reporter,Independent Public Agency or Authority of Transit Service,Hoquiam,WA,2024,46.0,,,0.0,,,,,1871947.0,,,,90943.0,,,,,,,,,,,971600.0,,0.0,,
312,Hopesource,Rural Reporter,Private-Non-Profit Corporation,Ellensburg,WA,2022,12.0,,,,,,,0.0,430987.0,0.0,0.0,0.0,33043.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,109928.0,,0.0,0.0,0.0
312,Hopesource,Rural Reporter,Private-Non-Profit Corporation,Ellensburg,WA,2023,14.0,,,0.0,,,,0.0,443649.0,0.0,0.0,0.0,34462.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,139273.0,,4272.0,0.0,0.0
312,Hopesource,Rural Reporter,Private-Non-Profit Corporation,Ellensburg,WA,2024,14.0,,,0.0,,,,,448129.0,,,,34363.0,,,,,,,,,,,139470.0,,5094.0,,
