"NTD ID","Agency","Reporter Type","Organization Type","City","State","Report Year","Agency VOMS","UACE Code","UZA Name","Primary UZA Area Sq Miles","Primary UZA Population","Service Area Sq Miles","Service Area Population","Actual Vehicle/Passenger Car Miles","Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Deadhead Miles","Scheduled Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Trains in Operation","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles Traveled","Directional Route Miles"
"41102","City of Gatlinburg","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gatlinburg","TN","2022","5",,,,,,,"0","208,446","0","0","0","20,017","0",,,"0","0","0",,"0","0",,"573,039",,,"0","0"
"41103","Wheeler County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Alamo","GA","2022","2",,,,,,,"0","34,314","0","0","0","1,385","0",,,"0","0","0",,"0","0",,"1,832",,"0","0","0"
"41104","Talbot County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Talbotton","GA","2022","5",,,,,,,"0","126,287","0","0","0","6,285","0",,,"0","0","0",,"0","0",,"5,717",,"4,314","0","0"
"41105","Audubon Area Community Services, Inc.","Full Reporter","Private-Non-Profit Corporation","Owensboro","KY","2022","44","66484","Owensboro, KY","36.4","76,433","2,693","216,306","1,421,213","1,211,559","209,654","0","116,919","92,236","24,683","137",,"0","0","0",,"0","0",,"113,791","5,945","0","1,655,486","0"
"41106","Northwest Tennessee Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Martin","TN","2022","45",,,,,,,"0","1,678,034","0","0","0","86,787","0",,,"0","0","0",,"0","0",,"128,075",,"57,302","0","0"
"41107","Chilton County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Clanton","AL","2022","6",,,,,,,"0","114,176","0","0","0","7,591","0",,,"0","0","0",,"0","0",,"11,685",,"123","0","0"
"41108","Lower Chattahoochee Regional Transit Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Morris","GA","2022","10",,,,,,,"0","445,331","0","0","0","18,275","0",,,"0","0","0",,"0","0",,"19,250",,"13,743","0","0"
"41111","Albemarle Regional Health Services","Rural Reporter","Independent Public Agency or Authority of Transit Service","Elizabeth City","NC","2022","16",,,,,,,"0","589,298","0","0","0","32,402","0",,,"0","0","0",,"0","0",,"58,156",,"23,625","0","0"
"41112","Coastal Regional Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Darien","GA","2022","60",,,,,,,"0","1,007,572","0","0","0","61,816","0",,,"0","0","0",,"0","0",,"81,118",,"68,342","0","0"
"41113","Anson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wadesboro","NC","2022","8",,,,,,,"0","303,775","0","0","0","15,558","0",,,"0","0","0",,"0","0",,"18,829",,"6,368","0","0"
"41114","Nassau Council on Aging","Rural Reporter","Private-Non-Profit Corporation","Fernandina Beach","FL","2022","19","29608","Fernandina Beach--Yulee, FL","50.55","50,805","227","393,807","0","353,667","0","0","0","25,987","0",,,"0","0","0",,"0","0",,"41,879",,"5,979","0","0"
"41115","Transylvania County","Rural Reporter","City, County or Local Government Unit or Department of Transportation",,"NC","2022","8",,,,,,,"0","150,674","0","0","0","9,445","0",,,"0","0","0",,"0","0",,"20,428",,"2,875","0","0"
"41118","Birmingham Regional Paratransit Consortium","Rural Reporter","Private-Non-Profit Corporation","Birmingham","AL","2022","6",,,,,,,"0","192,709","0","0","0","11,597","0",,,"0","0","0",,"0","0",,"17,726",,"1,485","0","0"
"41119","Harnett County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lillington","NC","2022","14",,,,,,,"0","457,800","0","0","0","25,643","0",,,"0","0","0",,"0","0",,"30,203",,"19,331","0","0"
"41120","Frankfort Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Frankfort","KY","2022","25",,,,,,,"0","322,282","0","0","0","23,816","0",,,"0","0","0",,"0","0",,"76,321",,"0","0","0"
"41121","Natchez Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Natchez","MS","2022","17",,,,,,,"0","321,938","0","0","0","15,719","0",,,"0","0","0",,"0","0",,"20,358",,"1,696","0","0"
"41124","Richmond Interagency Transportation Inc.","Rural Reporter","Private-Non-Profit Corporation","Hamlet","NC","2022","9",,,,,,,"0","397,171","0","0","0","19,560","0",,,"0","0","0",,"0","0",,"29,719",,"17,996","0","0"
"41125","Covington Area Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Andalusia","AL","2022","5",,,,,,,"0","77,961","0","0","0","2,742","0",,,"0","0","0",,"0","0",,"10,391",,"0","0","0"
"41127","AppalCart","Rural Reporter","Independent Public Agency or Authority of Transit Service","Boone","NC","2022","36",,,,,,,"0","890,914","0","0","0","70,564","0",,,"0","0","0",,"0","0",,"1,249,321",,"14,486","0","0"
"41129","Pike Area Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Troy","AL","2022","7",,,,,,,"0","227,441","0","0","0","9,628","0",,,"0","0","0",,"0","0",,"24,633",,"0","0","0"
"41130","Avery County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Newland","NC","2022","12",,,,,,,"0","326,128","0","0","0","18,386","0",,,"0","0","0",,"0","0",,"19,286",,"7,499","0","0"
"41131","Choanoke Public Transportation Authority","Rural Reporter","Private-Non-Profit Corporation","Rich Square","NC","2022","8",,,,,,,"0","361,458","0","0","0","16,211","0",,,"0","0","0",,"0","0",,"29,099",,"15,661","0","0"
"41133","Coweta County","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Newnan","GA","2022","8","03817","Atlanta, GA","2,553.04","5,100,112","441","146,158","0","228,893","0","0","0","13,035","0",,,"0","0","0",,"0","0",,"30,521",,"19,180","0","0"
"41134","Yadkin Valley Economic Development District, Inc.","Rural Reporter","Private-Non-Profit Corporation","Boonville","NC","2022","31",,,,,,,"0","1,065,489","0","0","0","63,605","0",,,"0","0","0",,"0","0",,"76,414",,"33,348","0","0"
"41136","Pigeon Forge Mass Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Pigeon Forge","TN","2022","16",,,,,,,"0","404,163","0","0","0","37,939","0",,,"0","0","0",,"0","0",,"2,276,354",,"0","0","0"
"41137","Alleghany County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sparta","NC","2022","7",,,,,,,"0","174,704","0","0","0","7,206","0",,,"0","0","0",,"0","0",,"10,706",,"4,705","0","0"
"41138","Whitfield County W.T.S.","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dalton","GA","2022","10","22069","Dalton, GA","57.49","67,830",,,"0","133,086","0","0","0","8,933","0",,,"0","0","0",,"0","0",,"16,604",,"11,199","0","0"
"41139","Columbia County CommissionTransit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Evans","GA","2022","12",,,,,,,"0","164,396","0","0","0","12,058","0",,,"0","0","0",,"0","0",,"14,643",,"7,924","0","0"
"41140","Clay County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Fort Gaines","GA","2022","4",,,,,,,"0","200,591","0","0","0","7,900","0",,,"0","0","0",,"0","0",,"9,618",,"7,279","0","0"
"41142","Wayne County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jesup","GA","2022","12",,,,,,,"0","238,098","0","0","0","15,708","0",,,"0","0","0",,"0","0",,"33,988",,"23,296","0","0"
"41143","Yancey County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burnsville","NC","2022","6",,,,,,,"0","148,392","0","0","0","8,825","0",,,"0","0","0",,"0","0",,"14,388",,"5,897","0","0"
"41144","Hart County Public Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hartwell","GA","2022","3",,,,,,,"0","45,925","0","0","0","3,979","0",,,"0","0","0",,"0","0",,"6,903",,"4,235","0","0"
"41145","Union County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Blairsville","GA","2022","2",,,,,,,"0","27,638","0","0","0","2,516","0",,,"0","0","0",,"0","0",,"3,676",,"1,491","0","0"
"41146","Senior Services Incorporated of Chester County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Chester","SC","2022","15",,,,,,,"0","278,597","0","0","0","14,357","0",,,"0","0","0",,"0","0",,"22,440",,"8,346","0","0"
"41148","Wakulla County Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Crawfordville","FL","2022","10",,,,,"55","64,655","0","142,700","0","0","0","8,323","0",,,"0","0","0",,"0","0",,"9,729",,"534","0","0"
"41149","City of Americus","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Americus","GA","2022","4",,,,,,,"0","68,663","0","0","0","4,980","0",,,"0","0","0",,"0","0",,"10,901",,"5,662","0","0"
"41150","Lee County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sanford","NC","2022","14",,,,,,,"0","358,190","0","0","0","19,970","0",,,"0","0","0",,"0","0",,"45,016",,"30,987","0","0"
"41151","Southwest  Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Henderson","TN","2022","34",,,,,,,"0","1,224,262","0","0","0","60,813","0",,,"0","0","0",,"0","0",,"80,921",,"38,371","0","0"
"41153","Big Bend Transit","Rural Reporter","Private-Non-Profit Corporation","Tallahassee","FL","2022","73",,,,,,,"0","1,335,538","0","0","0","63,216","0",,,"0","0","0",,"0","0",,"108,446",,"65,971","0","0"
"41154","Jackson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jefferson","GA","2022","4",,,,,,,"0","93,906","0","0","0","3,696","0",,,"0","0","0",,"0","0",,"7,972",,"2,417","0","0"
"41155","Social Circle Area Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Social Circle","GA","2022","2",,,,,,,"0","9,230","0","0","0","1,053","0",,,"0","0","0",,"0","0",,"2,575",,"5","0","0"
"41156","Wilcox County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Abbeville","GA","2022","3",,,,,,,"0","82,114","0","0","0","3,062","0",,,"0","0","0",,"0","0",,"3,673",,"2,206","0","0"
"41157","County of Citrus, dba: Citrus County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Inverness","FL","2022","18","07472","Beverly Hills--Homosassa Springs--Pine Ridge, FL","118.83","96,729","49","30,858","0","473,925","0","0","0","26,921","0",,,"0","0","0",,"0","0",,"39,332",,"0","0","0"
"41158","Lumpkin County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dahlonega","GA","2022","2",,,,,,,"0","12,958","0","0","0","1,492","0",,,"0","0","0",,"0","0",,"1,662",,"0","0","0"
"41160","Clay County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hayesville","NC","2022","8",,,,,,,"0","224,229","0","0","0","12,571","0",,,"0","0","0",,"0","0",,"11,606",,"4,516","0","0"
"41162","Lenoir County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Kinston","NC","2022","13",,,,,,,"0","657,197","0","0","0","25,425","0",,,"0","0","0",,"0","0",,"62,955",,"24,464","0","0"
"41165","Central Kentucky Community Action Council","Rural Reporter","Private-Non-Profit Corporation","Lebanon","KY","2022","90",,,,,,,"0","1,536,714","0","0","0","68,935","0",,,"0","0","0",,"0","0",,"58,245",,"45,625","0","0"
"41166","Bladen County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Elizabethtown","NC","2022","4",,,,,,,"0","77,506","0","0","0","3,102","0",,,"0","0","0",,"0","0",,"12,127",,"7,832","0","0"
"41167","Jackson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sylva","NC","2022","8",,,,,,,"0","185,019","0","0","0","12,468","0",,,"0","0","0",,"0","0",,"18,456",,"11,056","0","0"
"41168","Wilkes County Commission Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Washington","GA","2022","3",,,,,,,"0","78,427","0","0","0","4,377","0",,,"0","0","0",,"0","0",,"9,650",,"0","0","0"
"41170","Baker Council on Aging","Rural Reporter","Private-Non-Profit Corporation","Macclenny","FL","2022","24",,,,,,,"0","384,254","0","0","0","31,227","0",,,"0","0","0",,"0","0",,"19,003",,"1,558","0","0"
"41171","Walker County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","La Fayette","GA","2022","14",,,,,,,"0","304,488","0","0","0","17,883","0",,,"0","0","0",,"0","0",,"22,969",,"22,969","0","0"
"41172","Columbus County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Whiteville","NC","2022","10",,,,,,,"0","319,499","0","0","0","15,273","0",,,"0","0","0",,"0","0",,"23,042",,"15,773","0","0"
"41173","Walker County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jasper","AL","2022","3",,,,,,,"0","35,155","0","0","0","1,739","0",,,"0","0","0",,"0","0",,"7,000",,"0","0","0"
"41176","Crawford County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation",,"GA","2022","3",,,,,,,"0","44,285","0","0","0","2,626","0",,,"0","0","0",,"0","0",,"2,376",,"0","0","0"
"41177","Southwest Georgia RC","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Camilla","GA","2022","64",,,,,,,"0","2,060,925","0","0","0","104,446","0",,,"0","0","0",,"0","0",,"176,873",,"151,390","0","0"
"41178","Leslie, Knott, Letcher & Perry Community Action","Rural Reporter","Private-Non-Profit Corporation","Hazard","KY","2022","43",,,,,,,"0","1,274,849","0","0","0","76,701","0",,,"0","0","0",,"0","0",,"52,743",,"37,963","0","0"
"41179","Fulton County Transit Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Fulton","KY","2022","50",,,,,,,"0","1,046,876","0","0","0","71,150","0",,,"0","0","0",,"0","0",,"39,938",,"25,064","0","0"
"41180","Jackson County Council on Aging","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Scottsboro","AL","2022","8",,,,,,,"0","89,669","0","0","0","5,331","0",,,"0","0","0",,"0","0",,"14,672",,"1,616","0","0"
"41181","Stanly County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Albemarle","NC","2022","10",,,,,,,"0","228,024","0","0","0","13,810","0",,,"0","0","0",,"0","0",,"30,827",,"14,696","0","0"
"41182","Municipality of Comerio","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Comerio","PR","2022","3","79093","San Juan, PR","763.6","1,844,410","28","4,368","0","8,824","0","0","0","928","0",,,"0","0","0",,"0","0",,"3,286",,"0","0","0"
"41183","Aaron E. Henry Community Health Services Center,In","Rural Reporter","Private-Non-Profit Corporation","Clarksdale","MS","2022","21",,,,,,,"0","682,270","0","0","0","29,300","0",,,"0","0","0",,"0","0",,"43,007",,"16,420","0","0"
"41184","Levy County Board of County Commissioners","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bronson","FL","2022","7",,,,,"71","97,497","0","235,101","0","0","0","9,725","0",,,"0","0","0",,"0","0",,"23,890",,"21,342","0","0"
"41185","Thomas County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Thomasville","GA","2022","15",,,,,,,"0","280,787","0","0","0","20,116","0",,,"0","0","0",,"0","0",,"47,324",,"26,602","0","0"
"41186","Tri-County Community Council, Inc","Rural Reporter","Private-Non-Profit Corporation","Bonifay","FL","2022","24",,,,,,,"0","681,169","0","0","0","20,292","0",,,"0","0","0",,"0","0",,"63,361",,"63,361","0","0"
"41187","Robeson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lumberton","NC","2022","11",,,,,,,"0","351,596","0","0","0","15,898","0",,,"0","0","0",,"0","0",,"39,436",,"16,669","0","0"
"41188","Area Referral & Informtn Services for the Elderly","Rural Reporter","Private-Non-Profit Corporation","Alexander City","AL","2022","5",,,,,,,"0","43,849","0","0","0","4,330","0",,,"0","0","0",,"0","0",,"9,403",,"0","0","0"
"41190","Paulding County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dallas","GA","2022","7",,,,,,,"0","126,464","0","0","0","7,326","0",,,"0","0","0",,"0","0",,"12,527",,"0","0","0"
"41191","Macon County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Franklin","NC","2022","12",,,,,,,"0","344,640","0","0","0","19,912","0",,,"0","0","0",,"0","0",,"35,356",,"6,321","0","0"
"41192","Bolivar County Council On Aging, Inc.","Rural Reporter","Private-Non-Profit Corporation","Cleveland","MS","2022","43",,,,,,,"0","1,433,277","0","0","0","54,970","0",,,"0","0","0",,"0","0",,"87,559",,"49,903","0","0"
"41196","Bleckley County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cochran","GA","2022","3",,,,,,,"0","33,744","0","0","0","3,701","0",,,"0","0","0",,"0","0",,"2,141",,"53","0","0"
"41198","Jackson County Transportation, Inc.","Rural Reporter","Private-Non-Profit Corporation","Marianna","FL","2022","25",,,,,"58","105,192","0","599,451","0","0","0","27,599","0",,,"0","0","0",,"0","0",,"33,363",,"33,363","0","0"
"41199","Board of County Commissioners of St. Lucie County, dba: Area Regional Transit - ART","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fort Pierce","FL","2022","44","71479","Port St. Lucie, FL","224.23","437,745","572","336,584","1,571,184","1,286,510","284,674","610,737","108,889","88,962","19,927","0","0","0","0","0",,"0","0",,"570,887","39,412",,"2,881,587","0"
"42000","Atlanta-Region Transit Link Authority","Full Reporter","State Government Unit or Department of Transportation","Atlanta","GA","2022","239","03817","Atlanta, GA","2,553.04","5,100,112","498","1,354,871","6,238,519","4,470,617","1,767,902","1,561,924","173,660","120,690","52,970",,,"0","0","0",,"0","0",,"660,720",,,"23,521,848","91.23"
"44907","Catawba Indian Nation","Reduced Reporter","Tribe","Rock Hill","SC","2022","7","00045","South Carolina Non-UZA","0","2,074,919",,,"0","202,350","0","0","0","8,172","0",,,"0","0","0",,"0","0",,"8,685",,"0","0","0"
"44913","Eastern Band of Cherokee Indians","Reduced Reporter","Tribe","Cherokee","NC","2022","20","00037","North Carolina Non-UZA","0","4,506,122","75","9,014","0","402,325","0","0","0","29,944","0",,,"0","0","0",,"0","0",,"58,983",,"0","0","0"
"44919","Poarch Band of Creek Indians, dba: Indian Tribe","Reduced Reporter","Tribe","Atmore","AL","2022","2","00001","Alabama Non-UZA","0","2,587,288","0","0","0","15,462","0","0","0","427","0",,,"0","0","0",,"0","0",,"222",,"0","0","0"
"44925","Mississippi Band of Choctaw Indians","Reduced Reporter","Tribe","Choctaw","MS","2022","15","00028","Mississippi Non-UZA","0","2,100,239","0","0","0","174,008","0","0","0","22,070","0",,,"0","0","0",,"0","0",,"45,042",,"0","0","0"
"44926","West Alabama Rural Public Transportation","Rural Reporter","Private-Non-Profit Corporation","Demopolis","AL","2022","31",,,,,,,"0","710,401","0","0","0","76,340","0",,,"0","0","0",,"0","0",,"278,014",,"6,500","0","0"
"44928","DJ Transit, Inc.","Rural Reporter","Private-Non-Profit Corporation","Laurel","MS","2022","15",,,,,,,"0","411,093","0","0","0","25,789","0",,,"0","0","0",,"0","0",,"33,995",,"9,685","0","0"
"44929","City of Fort Lauderdale","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fort Lauderdale","FL","2022","11","56602","Miami--Fort Lauderdale, FL","1,244.18","6,077,522","17","182,760","178,364","170,001","8,363","177,255","21,853","21,125","728","0",,"0","0","0",,"0","0",,"170,994",,,"417,358","1.6"
"44931","City of Wilson, NC, dba: Wilson Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wilson","NC","2022","23",,,,,,,"0","654,128","0","0","0","39,399","0",,,"0","0","0",,"0","0",,"198,427",,"35,804","0","0"
"44932","City of Tamarac","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Tamarac","FL","2022","2","56602","Miami--Fort Lauderdale, FL","1,244.18","6,077,522","12","71,541","0","52,130","0","0","0","3,828","0",,,"0","0","0",,"0","0",,"34,420",,,"0","0"
"44937","Ben Hill","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Fitzgerald","GA","2022","5",,,,,,,"0","131,614","0","0","0","6,802","0",,,"0","0","0",,"0","0",,"10,302",,"4,122","0","0"
"44938","Central Florida Regional Planning Council","Rural Reporter","MPO, COG or Other Planning Agency","Bartow","FL","2022","43",,,,,"298","297,811","0","902,134","0","0","0","55,010","0",,,"0","0","0",,"0","0",,"77,627",,"46,747","0","0"
"44939","Carroll County Wellness Transit","Rural Reporter","Private-Non-Profit Corporation","Carrollton","KY","2022","3",,,,,,,"0","56,880","0","0","0","3,022","0",,,"0","0","0",,"0","0",,"3,418",,"0","0","0"
"44941","Municipality of Jayuya","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jayuya","PR","2022","7",,,,,,,"0","27,501","0","0","0","1,001","0",,,"0","0","0",,"0","0",,"970",,,"0","0"
"44942","Municipality of Coamo","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Coamo","PR","2022","6",,,,,,,"0","24,019","0","0","0","1,199","0",,,"0","0","0",,"0","0",,"1,135",,"0","0","0"
"44943","Municipality of Vieques","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Vieques","PR","2022","3",,,,,,,"0","34,963","0","0","0","3,916","0",,,"0","0","0",,"0","0",,"1,879",,,"0","0"
"44944","Scottsville Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Scottsville","KY","2022","2",,,,,,,"0","27,873","0","0","0","2,204","0",,,"0","0","0",,"0","0",,"3,162",,,"0","0"
"44945","North Georgia Community Action, Inc.","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jasper","GA","2022","27",,,,,,,"0","317,270","0","0","0","27,957","0",,,"0","0","0",,"0","0",,"40,629",,"26,427","0","0"
"44946","Mount Zion Economic Community Center, Inc.","Rural Reporter","Private-Non-Profit Corporation","Summit","MS","2022","13",,,,,,,"0","652,248","0","0","0","21,261","0",,,"0","0","0",,"0","0",,"19,982",,"0","0","0"
"44947","County of Hyde","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Swanquarter","NC","2022","2",,,,,,,"0","13,075","0","0","0","3,472","0",,,"0","0","0",,"0","0",,"30,022",,,"0","0"
"44948","Noxubee County Human Resource Agency","Rural Reporter","Other Publicly-Owned or Privately Chartered Corporation","Macon","MS","2022","9",,,,,,,"0","138,229","0","0","0","6,586","0",,,"0","0","0",,"0","0",,"8,042",,"0","0","0"
"44949","Macon County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Tuskegee","AL","2022","5",,,,,,,"0","61,780","0","0","0","3,300","0",,,"0","0","0",,"0","0",,"6,574",,"584","0","0"
"44953","Municipality of Arroyo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Arroyo","PR","2022","2","35866","Guayama, PR","21.77","52,290","20","198","0","7,458","0","0","0","1,087","0",,,"0","0","0",,"0","0",,"226",,"0","0","0"
"44958","North Carolina Department of Transportation -- Ferry Division","Rural Reporter","State Government Unit or Department of Transportation","Raleigh","NC","2022","17",,,,,,,"0","260,396","0","0","0","35,577","0",,,"0","0","0",,"0","0",,"1,431,686",,,"0","0"
"44976","Municipality of Patillas","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Patillas","PR","2022","8",,,,,,,"0","23,110","0","0","0","1,060","0",,,"0","0","0",,"0","0",,"1,162",,,"0","0"
"44977","McDowell Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Marion","NC","2022","8",,,,,,,"0","199,431","0","0","0","12,215","0",,,"0","0","0",,"0","0",,"23,383",,"3,217","0","0"
"44978","Sunflower-Humphreys Counties Progress, Inc.","Rural Reporter","Private-Non-Profit Corporation",,"MS","2022","11",,,,,,,"0","421,131","0","0","0","18,199","0",,,"0","0","0",,"0","0",,"14,446",,"6,278","0","0"
"44979","Central Mississippi, Incorporated","Rural Reporter","Private-Non-Profit Corporation","Winona","MS","2022","5",,,,,,,"0","158,965","0","0","0","5,147","0",,,"0","0","0",,"0","0",,"4,905",,"0","0","0"
"44980","Hendry Co. BOCC","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Labelle","FL","2022","20",,,,,,,"0","355,342","0","0","0","11,326","0",,,"0","0","0",,"0","0",,"7,960",,"0","0","0"
"44982","Southern Georgia Regional Commission, dba: SGRC","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Valdosta","GA","2022","38",,,,,,,"0","989,815","0","0","0","53,520","0",,,"0","0","0",,"0","0",,"70,337",,"53,801","0","0"
"44983","Philadelphia Transit","Rural Reporter","Private-Non-Profit Corporation","Philadelphia","MS","2022","3",,,,,,,"0","132,150","0","0","0","4,260","0",,,"0","0","0",,"0","0",,"16,827",,"0","0","0"
"50001","City of Appleton, dba: Valley Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Appleton","WI","2022","47","02764","Appleton, WI","107.78","230,967","117","230,967","1,708,375","1,596,783","111,592","841,804","104,698","96,632","8,066","0","0","0","0","0",,"0","0",,"737,910","59,270","30,699","3,688,694","0"
"50002","City of Green Bay, dba: Green Bay Metro","Full Reporter","City, County or Local Government Unit or Department of Transportation","Green Bay","WI","2022","27","34813","Green Bay, WI","113.66","224,156","90","176,664","1,179,483","1,119,696","59,787","802,941","80,629","71,593","9,036",,,"0","0","0",,"0","0",,"728,361","17,971",,"2,422,570","0"
"50003","City of Kenosha, dba: Kenosha Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Kenosha","WI","2022","57","44506","Kenosha, WI","56.17","125,865","27","99,894","1,114,046","988,583","125,463","1,072,566","87,418","74,498","12,920","0","0","0","16,675","16,506","169","2,504","2,342","162","1,210,177","22,041",,"3,841,614","1.7"
"50004","City of La Crosse, dba: LaCrosse Municipal Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","La Crosse","WI","2022","26","45910","La Crosse, WI--MN","42.24","98,872","36","79,727","1,134,812","1,012,367","122,445","891,013","80,191","67,746","12,445","0","0","0","0","0",,"0","0",,"606,371","6,836","11,700","1,890,705","0"
"50005","City of Madison","Full Reporter","City, County or Local Government Unit or Department of Transportation","Madison","WI","2022","181","53200","Madison, WI","149.7","450,305","126","348,359","4,699,580","4,722,445","378,204","4,316,418","367,849","386,236","21,950","0","0","0","0","0",,"0","0",,"8,379,362","92,341",,"29,362,170","12.52"
"50006","City of Racine, Wisconsin, dba: RYDE","Full Reporter","City, County or Local Government Unit or Department of Transportation","Racine","WI","2022","37","73153","Racine, WI","52.26","134,877","27","112,100","1,315,039","1,209,184","105,855","1,117,335","97,919","92,537","5,382","0","0","0","0","0",,"0","0",,"618,997","18,223","0","2,269,847","0"
"50007","Bay Mills Indian Community","Reduced Reporter","Tribe","Brimley","MI","2022","1","00026","Michigan Non-UZA","0","3,418,966",,,"0","42,227","0","0","0","1,646","0",,,"0","0","0",,"0","0",,"1,902",,,"0","0"
"50008","Milwaukee County, dba: Milwaukee County Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Milwaukee","WI","2022","373","57466","Milwaukee, WI","463.68","1,306,795","241","943,240","20,001,968","18,579,815","1,422,153","16,787,156","1,519,521","1,438,227","81,294","0","0","0","0","0",,"0","0",,"18,849,230","182,271","148,992","67,201,716","0"
"50009","City of Oshkosh, Wisconsin, dba: GO Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Oshkosh","WI","2022","23","66160","Oshkosh, WI","32.84","76,190","25","66,816","0","743,259","0","0","0","48,481","0",,,"0","0","0",,"0","0",,"619,330",,"0","0","0"
